URL,LDA Coherence,LDA Topic,Qualitative Topic
https://dzone.com/articles/9-fundamentals-to-a-successful-microservice-design,0.973311462,Design using patterns and components,Elaborate and evaluate a solution
https://dzone.com/articles/dealing-with-json-in-a-new-way,0.440512938,Design using patterns and components,Elaborate and evaluate a solution
https://headspring.com/2018/08/24/principles-for-microservices-integration/,0.809858815,Design using patterns and components,
https://dzone.com/articles/apache-kafka-vs-integration-middleware-mq-etl-esb,0.424431259,Design using patterns and components,Compare solutions
https://devopedia.org/cohesion-vs-coupling,0.765616057,Design using patterns and components,Compare solutions
https://medium.com/@diogo.lucas/communication-patterns-in-a-microservice-world-af07192b12d3,0.513958672,Design using patterns and components,List related solutions
https://dzone.com/articles/data-consistency-in-microservices-architecture,0.789377867,Design using patterns and components,Elaborate and evaluate a solution
https://www.infoworld.com/article/2632681/service-oriented-architecture-getting-service-decomposition-right.html,0.536256584,Design using patterns and components,List related solutions
https://dzone.com/articles/introduction-to-message-brokers-part-2-activemq-vs,0.475748332,Design using patterns and components,Compare solutions
https://dzone.com/articles/design-patterns-for-microservices,0.948004497,Design using patterns and components,Elaborate and evaluate a solution
https://dzone.com/articles/microservice-architecture-and-design-patterns-for,0.944156608,Design using patterns and components,Elaborate and evaluate a solution
https://medium.com/@madhukaudantha/microservice-architecture-and-design-patterns-for-microservices-e0e5013fd58a,0.904293872,Design using patterns and components,Elaborate and evaluate a solution
https://reflectoring.io/microservice-communication-patterns/,0.578170616,Design using patterns and components,List related solutions
https://medium.com/the-sixt-india-blog/microservice-communication-53cbc93cf4de,0.589220807,Design using patterns and components,Compare solutions
https://www.informit.com/articles/article.aspx?p=1850815,0.535238101,Design using patterns and components,
https://www.infoq.com/articles/microservices-intro/,0.593796814,Design using patterns and components,Elaborate and evaluate a solution
https://dzone.com/articles/microservices-design-principles,0.981199133,Design using patterns and components,List related solutions
https://dzone.com/articles/microservices-in-practice-1,0.779848856,Design using patterns and components,How to implement
https://dzone.com/articles/stans-robot-shop-a-sample-microservice-application,0.430360566,Design using patterns and components,How-to design
https://dzone.com/articles/the-importance-of-loose-coupling-in-rest-api-desig,0.871013269,Design using patterns and components,Elaborate and evaluate a solution
https://medium.com/hashmapinc/the-what-why-and-how-of-a-microservices-architecture-4179579423a9,0.848673294,Design using patterns and components,Elaborate and evaluate a solution
https://medium.com/javarevisited/10-oop-design-principles-you-can-learn-in-2020-f7370cccdd31,0.82112969,Design using patterns and components,List related solutions
https://walkingtreetech.medium.com/versioning-management-in-microservices-8221ec592499,0.424887093,Design using patterns and components,Elaborate and evaluate a solution
https://dzone.com/articles/what-is-data-streaming,0.483270342,Design using patterns and components,Elaborate and evaluate a solution
https://dzone.com/articles/when-use-apache-camel,0.353657116,Design using patterns and components,Compare solutions
https://www.clariontech.com/blog/5-best-technologies-to-build-microservices-architecture,0.435130456,Design using patterns and components,List related solutions
http://chrisrichardson.net/post/microservices/2019/07/09/developing-sagas-part-1.html,0.74118588,Design using patterns and components,How-to design
https://codingsans.com/blog/microservice-architecture-best-practices,0.873791901,Design using patterns and components,List related solutions
https://www.chakray.com/microservices-communication-methods-types-and-styles/,0.435824943,Design using patterns and components,List related solutions
https://info.nl/en/conversation/the-importance-of-loose-coupling-in-microservice-architecture/,0.841604152,Design using patterns and components,Compare solutions
https://www.toptal.com/api-developers/5-golden-rules-for-designing-a-great-web-api,0.367197197,Design using patterns and components,List related solutions
https://www.unifiedinfotech.net/blog/web-application-architecture-principles-explained/,0.693710572,Design using patterns and components,List related solutions
https://www.innoq.com/de/blog/why-restful-communication-between-microservices-can-be-perfectly-fine/,0.523624652,Design using patterns and components,Compare solutions
https://railsware.com/blog/native-vs-hybrid-vs-cross-platform/,0.561237592,Design using patterns and components,Compare solutions
https://microservices.io/patterns/,0.998657,Design using patterns and components,How-to design
https://microservices.io/patterns/decomposition/decompose-by-business-capability.html,0.998421285,Design using patterns and components,How-to design
https://blog.todotnet.com/2017/07/design-patterns-for-microservices/,0.848175966,Design using patterns and components,List related solutions
https://martinfowler.com/articles/break-monolith-into-microservices.html,0.94423272,Design using patterns and components,How-to design
https://www.marcobehler.com/guides/java-microservices-a-practical-guide,0.380034931,Design using patterns and components,Elaborate and evaluate a solution
https://microservices.io/patterns/microservices.html,0.999205119,Design using patterns and components,Elaborate and evaluate a solution
https://www.javatpoint.com/microservices,0.509978439,Design using patterns and components,Elaborate and evaluate a solution
https://herbertograca.com/2017/01/26/microservices-architecture/,0.894754387,Design using patterns and components,Elaborate and evaluate a solution
https://nordicapis.com/all-you-need-to-know-about-rest-api-design/,0.557064513,Design using patterns and components,Elaborate and evaluate a solution
https://examples.javacodegeeks.com/design-patterns-for-microservices/,0.694496632,Design using patterns and components,List related solutions
https://www.ibm.com/cloud/blog/rapidly-developing-applications-part-6-exposing-and-versioning-apis,0.621630592,Design using patterns and components,How-to design
https://nordicapis.com/microservices-architecture-the-good-the-bad-and-what-you-could-be-doing-better/,0.950364805,Design using patterns and components,Elaborate and evaluate a solution
https://www.ibm.com/blogs/cloud-archive/2015/03/sample-application-using-microservices-bluemix/,0.320145721,Design using patterns and components,How-to design
https://datarespons.com/distributed-monitoring-control-using-dds/,0.259257426,Design using patterns and components,
https://wso2.com/whitepapers/microservices-in-practice-key-architectural-concepts-of-an-msa/,0.673736633,Design using patterns and components,Elaborate and evaluate a solution
https://www.lambdatest.com/blog/design-patterns-for-micro-service-architecture/,0.755644027,Design using patterns and components,List related solutions
https://blog.payara.fish/microservices-for-java-ee-developers2,0.453337833,Design using patterns and components,Elaborate and evaluate a solution
https://www.astera.com/type/blog/rest-api-definition/,0.528498014,Design using patterns and components,Elaborate and evaluate a solution
https://www.moesif.com/blog/api-guide/api-design-guidelines/,0.462300131,Design using patterns and components,List related solutions
https://www.informit.com/articles/article.aspx?p=1335648,0.539078279,Design using patterns and components,Elaborate and evaluate a solution
https://www.cloudamqp.com/blog/2020-04-03-why-use-rabbitmq-in-a-microservice-architecture.html,0.522767446,Design using patterns and components,Elaborate and evaluate a solution
https://apprenda.com/library/architecture/types-of-middleware/,0.435770703,Design using patterns and components,List related solutions
https://findanyanswer.com/how-does-talend-work-with-hadoop,0.79301823,Compare and evaluate technologies,
https://www.theseattledataguy.com/kafka-vs-rabbitmq-why-use-kafka/,0.393225054,Compare and evaluate technologies,Compare solutions
https://dzone.com/articles/open-source-etl-tools-comparison,0.687013298,Compare and evaluate technologies,List related solutions
https://www.dnsstuff.com/log-aggregation-best-tools-and-practices,0.485416611,Compare and evaluate technologies,List related solutions
https://www.educba.com/activemq-vs-rabbitmq/,0.984570201,Compare and evaluate technologies,Compare solutions
https://www.guru99.com/best-etl-tools.html,0.748286445,Compare and evaluate technologies,Compare solutions
https://www.scrapehero.com/best-data-management-etl-tools/,0.642467931,Compare and evaluate technologies,Compare solutions
https://medium.com/thg-tech-blog/a-feather-in-their-caps-4c4083cf9f46,0.388139266,Compare and evaluate technologies,Compare solutions
https://medium.com/@rinu.gour123/difference-between-rabbitmq-kafka-afa7bdd79c8e,0.447945175,Compare and evaluate technologies,Compare solutions
https://opensource.com/article/18/9/open-source-log-aggregation-tools,0.468463039,Compare and evaluate technologies,List related solutions
https://opensource.com/article/19/4/log-analysis-tools,0.416298106,Compare and evaluate technologies,List related solutions
https://www.opensourceforu.com/2015/12/an-introduction-to-apache-activemq/,0.319801165,Compare and evaluate technologies,Elaborate and evaluate a solution
https://camel.apache.org/community/user-stories/,0.371552691,Compare and evaluate technologies,Elaborate and evaluate a solution
https://hevodata.com/learn/best-elt-tools/,0.700494016,Compare and evaluate technologies,Compare solutions
https://www.educba.com/kafka-alternatives/,0.68606434,Compare and evaluate technologies,Compare solutions
https://www.geeksforgeeks.org/difference-between-apache-kafka-and-apache-flume/,0.479079753,Compare and evaluate technologies,Compare solutions
https://thenewstack.io/apache-streaming-projects-exploratory-guide/,0.553783245,Compare and evaluate technologies,List related solutions
https://anubala.medium.com/components-of-microservices-architecture-for-beginners-7b2ebc4e45c6,0.645997239,Compare and evaluate technologies,List related solutions
https://thenewstack.io/kafka-alternative-pulsar-unifies-streaming-and-queuing/,0.377723799,Compare and evaluate technologies,Elaborate and evaluate a solution
https://stackify.com/what-are-microservices/,0.41890996,Compare and evaluate technologies,Elaborate and evaluate a solution
https://www.educba.com/activemq-vs-kafka/,0.999389942,Compare and evaluate technologies,Compare solutions
https://opensource.com/article/20/2/real-time-data-processing,0.334485516,Compare and evaluate technologies,Elaborate and evaluate a solution
https://hevodata.com/blog/best-etl-tools-data-warehouse/,0.659912109,Compare and evaluate technologies,List related solutions
https://dzone.com/articles/top-5-enterprise-etl-tools,0.498156474,Compare and evaluate technologies,Compare solutions
https://www.syslog-ng.com/products/open-source-log-management/,0.501417161,Compare and evaluate technologies,Elaborate and evaluate a solution
https://logz.io/blog/fluentd-logstash/,0.447663134,Compare and evaluate technologies,Compare solutions
https://www.educba.com/apache-kafka-vs-flume/,0.999438796,Compare and evaluate technologies,Compare solutions
https://medium.com/world-of-iot/93-understanding-the-basics-of-any-iot-data-pipeline-from-ingress-capture-to-processing-to-7538a5632478,0.512982249,Compare and evaluate technologies,Elaborate and evaluate a solution
https://dzone.com/articles/evaluating-message-brokers-kafka-vs-kinesis-vs-sqs,0.354725653,Compare and evaluate technologies,Compare solutions
https://www.tutorialspoint.com/apache_flume/apache_flume_introduction.htm,0.675653125,Compare and evaluate technologies,Elaborate and evaluate a solution
https://data-flair.training/blogs/advantages-and-disadvantages-of-kafka/,0.586665967,Compare and evaluate technologies,Elaborate and evaluate a solution
https://www.javatpoint.com/apache-kafka-advantages-and-disadvantages,0.559942259,Compare and evaluate technologies,Elaborate and evaluate a solution
https://www.tutorialspoint.com/difference-between-apache-kafka-and-flume,0.747452516,Compare and evaluate technologies,Compare solutions
https://data-flair.training/blogs/flume-features-limitations/,0.827027623,Compare and evaluate technologies,Elaborate and evaluate a solution
https://blog.mi.hdm-stuttgart.de/index.php/2020/03/09/distributed-stream-processing-frameworks-what-they-are-and-how-they-perform/,0.43786459,Compare and evaluate technologies,Compare solutions
https://datawarehouseinfo.com/etl-vs-elt-transform-first-or-transform-later/,0.548062935,Compare and evaluate technologies,Compare solutions
https://dzone.com/articles/big-data-ingestion-flume-kafka-and-nifi,0.565423602,Compare and evaluate technologies,Compare solutions
https://techvidvan.com/tutorials/apache-flume-tutorial/,0.701841459,Compare and evaluate technologies,Elaborate and evaluate a solution
https://www.whizlabs.com/blog/real-time-data-streaming-tools/,0.473430498,Compare and evaluate technologies,List related solutions
https://streamsets.com/blog/five-ways-to-scale-kafka-with-streamsets/,0.589038976,Compare and evaluate technologies,How-to design
https://shadow-soft.com/middleware-software-tools/,0.493116234,Compare and evaluate technologies,List related solutions
https://www.educba.com/apache-flume/,0.674096276,Compare and evaluate technologies,Elaborate and evaluate a solution
https://www.synopsys.com/blogs/software-security/json-license-limitations/,0.460003389,Compare and evaluate technologies,Elaborate and evaluate a solution
https://www.loggly.com/blog/loggly-loves-apache-kafka-use-unbreakable-messaging-better-log-management/,0.405374189,Compare and evaluate technologies,Elaborate and evaluate a solution
https://logz.io/blog/open-source-siem-tools/,0.589238184,Compare and evaluate technologies,List related solutions
https://www.tek-tools.com/apm/best-log-aggregator-tools,0.674243666,Compare and evaluate technologies,List related solutions
https://www.kdnuggets.com/2016/03/top-big-data-processing-frameworks.html,0.501766878,Compare and evaluate technologies,List related solutions
https://dzone.com/articles/2018-etl-tools-comparison-1,0.492785549,Compare and evaluate technologies,List related solutions
https://opensource.com/business/16/11/open-source-dashboard-tools-visualizing-data,0.369851339,Compare and evaluate technologies,List related solutions
https://dzone.com/articles/apache-flume-and-data-pipelines,0.660356009,Compare and evaluate technologies,Elaborate and evaluate a solution
https://www.programmersought.com/article/62704054981/,0.446818131,Compare and evaluate technologies,Elaborate and evaluate a solution
https://hub.packtpub.com/common-big-data-design-patterns/,0.288770014,Compare and evaluate technologies,List related solutions
https://medium.com/@spats/flume-vs-kafka-110e13f6a7e3,0.507792805,Compare and evaluate technologies,Compare solutions
https://www.programmersought.com/article/11231022901/,0.50806088,Compare and evaluate technologies,Compare solutions
https://dzone.com/articles/introduction-to-message-brokers-part-1-apache-kafk,0.348137541,Compare and evaluate technologies,Compare solutions
https://medium.com/softkit/introduction-to-message-brokers-part-2-activemq-vs-redis-pub-sub-fdaef1ca95d3,0.462897753,Compare and evaluate technologies,Compare solutions
https://www.programmersought.com/article/8810191627/,0.38398513,Compare and evaluate technologies,Compare solutions
https://solutionsreview.com/data-integration/top-free-and-open-source-etl-tools-for-data-integration/,0.515540973,Compare and evaluate technologies,List related solutions
https://polestarsolutions.medium.com/top-7-open-source-big-data-tools-in-2020-fb531e8dc41f,0.440203381,Compare and evaluate technologies,List related solutions
https://pediaa.com/what-is-the-difference-between-activemq-and-rabbitmq/,0.781161988,Compare and evaluate technologies,Compare solutions
https://www.guru99.com/data-integration-tools.html,0.765089342,Compare and evaluate technologies,List related solutions
https://www.softwaretestinghelp.com/best-etl-tools/,0.636698508,Compare and evaluate technologies,List related solutions
https://www.softwaretestinghelp.com/big-data-tools/,0.658646026,Compare and evaluate technologies,List related solutions
https://www.guru99.com/big-data-tools.html,0.855251921,Compare and evaluate technologies,List related solutions
https://www.softwaretestinghelp.com/log-management-software/,0.520039849,Compare and evaluate technologies,List related solutions
https://www.knowledgehut.com/blog/big-data/kafka-vs-spark,0.367370877,Compare and evaluate technologies,Compare solutions
https://www.knowledgehut.com/blog/big-data/5-best-data-processing-frameworks,0.599542068,Compare and evaluate technologies,List related solutions
https://www.mastersindatascience.org/resources/open-source-tools-for-big-data-analysis/,0.608613764,Compare and evaluate technologies,List related solutions
https://www.openlogic.com/blog/activemq-vs-rabbitmq,0.739963244,Compare and evaluate technologies,Compare solutions
https://freshcodeit.com/blog-introduction-to-message-brokers-part-1-apache-kafka-vs-rabbitmq,0.304145985,Compare and evaluate technologies,Compare solutions
https://www.algoworks.com/blog/real-time-data-streaming-tools-and-technologies/,0.728892567,Compare and evaluate technologies,List related solutions
https://analyticsindiamag.com/top-9-etl-tools-for-data-integration-in-2020/,0.44394124,Compare and evaluate technologies,List related solutions
https://www.predic8.com/activemq-hornetq-rabbitmq-apollo-qpid-comparison.htm,0.426671551,Compare and evaluate technologies,Compare solutions
https://stackify.com/top-11-json-performance-usage-tips/,0.451715297,Compare and evaluate technologies,List related solutions
https://www.upsolver.com/blog/streaming-data-architecture-key-components,0.446347219,Compare and evaluate technologies,Elaborate and evaluate a solution
